Material type,ISBN,Name,All names,Title,Variant titles,Country of publication,Publisher,Year of publication,Edition,Topics,Genres,Languages
Volume,9780237539016,Chris Powling,,Roald Dahl,,England,Evans,2009,,"Roald Dahl--Juvenile literature ; Novelists, English--20th century--Biography--Juvenile literature",Biography ; Children's literature,English
Volume,9780141501741,Roald Dahl,Roald Dahl ; Quentin Blake,Dirty beasts,,England,Puffin,2009,,"Humorous poetry, English ; Children's poetry, English",,English
Volume,9781405882545,Michael Caldon,Michael Caldon ; Roald Dahl,Taste and other tales,,England,Pearson,2008,New edition,Readers (Adult),,English
Volume,9780141326832,Roald Dahl,Roald Dahl ; Quentin Blake,Revolting rhymes,,England,Puffin,2009,,"Stories in rhyme ; Children's poetry, English",,English
Volume,9780141326849,Roald Dahl,Roald Dahl ; Quentin Blake,The enormous crocodile,,England,Puffin,2009,,Crocodiles--Juvenile fiction,Children's fiction ; Humour or satire,English
Volume,9781407112404,Celia Warren,,Fantastic Mr Fox,,England,Scholastic,2009,,Literacy--Study and teaching (Elementary)--Activity programs--Great Britain ; Roald Dahl,,English
Volume,9781904357063,Roald Dahl,Roald Dahl ; Quentin Blake,Moddion rhyfeddol George,George's marvellous medicine. Welsh,Wales,Rily Publications,2008,,Grandmothers--Juvenile fiction ; Magic--Juvenile fiction,Children's fiction,Welsh
Volume,9780141189642,Roald Dahl,,Someone like you,,England,Penguin,2010,"New edition, with a foreword by Dom Joly",,,English
Volume,9780141189659,Roald Dahl,,Over to you : ten stories of flyers and flying,,England,Penguin,2010,,"World War, 1939-1945--Aerial operations, British--Fiction ; War stories, English",Fiction,English
Volume,9780141323763,David Wood,Roald Dahl ; David Wood,Danny the champion of the world : plays for children,Danny the champion of the world,England,Puffin,2009,,Fathers and sons--Juvenile drama,Drama,English
Volume,9780141329291,Roald Dahl,,Roald Dahl's glorious galumptious story collection,Glorious galumptious story collection,England,Puffin,2009,,"Children's stories, English",,English
Volume,9781406212129,Jane Bingham,,Roald Dahl,,England,Heinemann Library,2010,,Roald Dahl--Criticism and interpretation--Juvenile literature,Children's literature,English
Volume,9780141327761,Roald Dahl,,Fantastic Mr Fox picture book,,England,Puffin,2009,,Foxes--Juvenile fiction,Children's fiction ; Novel,English
Volume,9780141327778,Roald Dahl,,Fantastic Mr Fox,,England,Puffin,2009,"New edition, illustrated by Quentin Blake",Foxes--Juvenile fiction,Children's fiction,English
Volume,9780141327785,Roald Dahl,,Fantastic Mr Fox : the official screenplay,,England,Puffin,2009,,Fantastic Mr. Fox (Motion picture)--Juvenile literature,Children's literature,English
Volume,9780141328195,Roald Dahl,,Fantastic Mr Fox,,England,Puffin,2009,,Foxes--Pictorial works--Juvenile fiction,Children's fiction ; Novel ; Pictorial work,English
Volume,9780141329109,Roald Dahl,Roald Dahl ; Quentin Blake,Fantastic Mr Fox,,England,Puffin,2009,"New edition, illustrated by Quentin Blake",Foxes--Juvenile fiction,Children's fiction,English
Volume,9780224083423,Roald Dahl,Quentin Blake ; Josie Fison ; Jan Baldwin ; Lori-Ann Newman ; Roald Dahl ; Felicity Dahl,Roald Dahl's completely revolting recipes,Completely revolting recipes ; Roald Dahl's even more revolting recipes ; Roald Dahl's revolting recipes,England,Jonathan Cape,2009,,Cooking--Juvenile literature,Children's literature,English
Volume,9781407109022,Andrew Donkin,Andrew Donkin ; Clive Goddard,Roald Dahl and his chocolate factory,,England,Scholastic,2009,,"Roald Dahl--Juvenile literature ; Novelists, English--20th century--Biography--Juvenile literature",Biography ; Children's literature,English
Volume,9781407113999,Kelly Gore,,"Boy, tales of childhood",,England,Scholastic,2009,,Literacy--Study and teaching (Elementary)--Activity programs--Great Britain ; Roald Dahl,,English
Volume,9780141326221,Roald Dahl,,Matilda,,England,Puffin,2008,,,,English
Volume,9781904357070,Roald Dahl,Quentin Blake ; Elin Meek ; Roald Dahl,Y crocodeil anferthol,The enormous crocodile. Welsh,Wales,Rily Publications,2009,,Crocodiles--Juvenile fiction,Children's fiction,Welsh
Volume,9780435122218,Roald Dahl,Jill Bennett ; Roald Dahl,"Danny, the champion of the world",,England,Heinemann,1977,,Criminals--Juvenile fiction ; Fathers and sons--Juvenile fiction,Children's fiction,English
Volume,9780743294591,Jennet Conant,,The irregulars : Roald Dahl and the British Spy Ring in wartime Washington,,England,Simon & Schuster,2010,,"World War, 1939-1945--Secret service--Great Britain ; Great Britain--British Security Coordination ; Roald Dahl--Career in espionage ; World War, 1939-1945--Propaganda ; Propaganda, British--United States ; World War, 1939-1945--Secret service--United States",,English
Volume,9780007254767 ; 9780007341184,Donald Sturrock,,Storyteller : the life of Roald Dahl,,England,Harper,2010,,"Novelists, English--20th century--Biography ; Roald Dahl",Biography,English
Volume,9780141331027,Roald Dahl,Roald Dahl ; Quentin Blake,Charlie and the chocolate factory,,England,Puffin,2010,,"Bucket, Charlie (Fictitious character)--Juvenile fiction",Adventure ; Children's fiction,English
Volume,9780141331034,Roald Dahl,Roald Dahl ; Quentin Blake,Matilda,,England,Puffin,2010,,,Children's fiction ; Humour or satire,English
Volume,9780573051258,David Wood,Roald Dahl ; David Wood,The Twits,Twits,England,Samuel French,2000,,"Children's plays, English ; Monkeys--Juvenile drama ; Circus--Juvenile drama",Drama,English
Volume,9781907175381,Janet Marsh,"Janet Marsh, Lesly McDonald, David Jones (illustrator)",Roald Dahl's boy at key stage 2 / 3 : levels 3 - 4,,,Coleridge Press,2009,,,,English
Volume,9781907175398,Janet Marsh,"Janet Marsh, Lesly McDonald, David Jones (illustrator)",Roald Dahl's boy at key stage 3 : below level 3,,,Coleridge Press,2009,,,,English
Volume,9781907175435,Janet Marsh,"Janet Marsh, Lesly McDonald, David Jones (illustrator)",Roald Dahl's tales of the unexpected : at key stage 3 / 4,,,Coleridge Press,2009,,,,English
Volume,9780141327747,Unknown,,"Roald Dahl's Fantastic Mr Fox : Boggis, Bunce & Bean! activity book",,,Puffin,2009,,,,English
Volume,9780141327754,Unknown,,Roald Dahl's fantastic Mr Fox : sticker book,,,Puffin,2009,,,,English
Volume,9781405341653,Unknown,,Roald Dahl's fantastic Mr Fox : funfax,,,Funfax,2009,,,,English
Volume,9780141330402,,Roald Dahl ; Quentin Blake,Spotty powder and other splendiferous secrets,,England,Puffin,2010,,"Roald Dahl--Juvenile literature ; Children's stories, English",Children's literature,English
Volume,9780141331249,Roald Dahl,Roald Dahl ; Quentin Blake,The Twits,,England,Puffin,2010,,,Children's fiction,English
Volume,9780141329857,Roald Dahl,Roald Dahl,Charlie and the chocolate factory,,England,Puffin,2010,,"Bucket, Charlie (Fictitious character)--Juvenile fiction",Adventure ; Children's fiction,English
Volume,9780141332123,Roald Dahl,Roald Dahl ; Quentin Blake,Charlie and the chocolate factory,,England,Puffin,2010,,"Bucket, Charlie (Fictitious character)--Juvenile fiction",Adventure ; Children's fiction,English
Volume,9780141332161,Roald Dahl,"Richardson, Natasha  ; Roald Dahl",The BFG,,England,Puffin,2010,,Giants--Juvenile fiction,Children's fiction ; Humour or satire,English
Volume,9781904357292,Roald Dahl,Quentin Blake ; Elin Meek ; Roald Dahl,Charlie a'r esgynnydd mawr gwydr,Charlie and the great glass elevator. Welsh,Wales,Rily Publications,2010,,,Adventure ; Children's fiction ; Fantasy,Welsh
Volume,9781904357131,Roald Dahl,Quentin Blake ; Elin Meek ; Roald Dahl,Mr Cadno Campus,Fantastic Mr Fox. Welsh,Wales,Rily Publications,2009,,"Farmers--Juvenile fiction ; Children's stories, Welsh ; Foxes--Juvenile fiction",Children's fiction,Welsh
Volume,9780141037332,Roald Dahl,Roald Dahl,Going Solo,,England,Booksite Afrika ; Penguin ; United Book,2008,Export edition,,,English
Volume,9780141037578,Roald Dahl,Roald Dahl,Tales of the unexpected,,England,Booksite Afrika ; Penguin ; United Book,2008,Export edition,,,English
Volume,9780141331263,Roald Dahl,Antony Gormley,James and the giant peach,,England,Puffin,2010,"70th anniversary edition, Anthony Gormley",,Children's fiction,English
Volume,9780141333168,Roald Dahl,Roald Dahl ; Quentin Blake,Charlie and the chocolate factory,,England,Puffin,2010,,"Bucket, Charlie (Fictitious character)--Juvenile fiction",Adventure ; Children's fiction,English
Volume,9780141333175,Roald Dahl,Roald Dahl ; Quentin Blake,Charlie and the great glass elevator,,England,Puffin,2010,,"Bucket, Charlie (Fictitious character)--Juvenile fiction",Adventure ; Children's fiction,English
Volume,9780141333182,Roald Dahl,Roald Dahl ; Quentin Blake,James and the giant peach,,England,Puffin,2010,,,Children's fiction,English
Volume,9780141333205,Roald Dahl,Roald Dahl ; Quentin Blake,Fantastic Mr Fox,,England,Puffin,2010,,Foxes--Juvenile fiction,Children's fiction,English
Volume,9780141333212,Roald Dahl,Roald Dahl ; Quentin Blake,The magic finger,,England,Puffin,2010,,,Children's fiction,English
Volume,9781406212327,Jane Bingham,,Roald Dahl,,England,Heinemann Library,2011,,Roald Dahl--Criticism and interpretation--Juvenile literature,Children's literature,English
Volume,9780224083843,Roald Dahl,Roald Dahl ; Quentin Blake,The BFG,,England,Jonathan Cape,2010,,Giants--Juvenile fiction,Children's fiction ; Humour or satire,English
Volume,9780224083850,Roald Dahl,Roald Dahl ; Quentin Blake,The Twits,,England,Jonathan Cape,2010,,,Children's fiction,English
Volume,9780224083867,Roald Dahl,Roald Dahl ; Quentin Blake,Esio trot,,England,Jonathan Cape,2010,,,Children's fiction,English
Volume,9780224083874,Roald Dahl,Roald Dahl ; Quentin Blake,The witches,,England,Jonathan Cape,2010,,Witches--Juvenile fiction,Children's fiction,English
Volume,9780224083881,Roald Dahl,Roald Dahl ; Quentin Blake,Matilda,,England,Jonathan Cape,2010,,,Children's fiction ; Humour or satire,English
Volume,9780224083898,Roald Dahl,Roald Dahl ; Quentin Blake,George's marvellous medicine,,England,Jonathan Cape,2010,,,Children's fiction ; Humour or satire,English
Volume,9780224083904,Roald Dahl,Roald Dahl ; Quentin Blake,The giraffe and the pelly and me,,England,Jonathan Cape,2010,,Pelicans--Juvenile fiction ; Giraffe--Juvenile fiction,Children's fiction ; Humour or satire,English
Volume,9780224083911,Roald Dahl,Roald Dahl ; Quentin Blake,Danny the champion of the world,,England,Jonathan Cape,2010,"New edition, illustrated by Quentin Blake",Poaching--Juvenile fiction,Children's fiction,English
Volume,9780141333137,Roald Dahl,Roald Dahl ; Quentin Blake,Roald Dahl's diddly squiddly box of songs,Diddly squiddly box of songs,England,Puffin,2010,,"Children's poetry, English ; Board books",,English
Volume,9781407118482,Eileen Jones,,The enormous crocodile,,England,Scholastic,2010,,Literacy--Study and teaching (Elementary)--Activity programs--Great Britain ; Roald Dahl,,English
Volume,9781407118499,Gill Friel,James Friel ; Gill Friel,Revolting rhymes,,England,Scholastic,2010,,Literacy--Study and teaching (Elementary)--Activity programs--Great Britain ; Roald Dahl,,English
Volume,9781849560870,Nat Lambert,Thelma Levett  ; Quentin Blake ; Nat Lambert ; Barry Green,Bunk-doodling balloonery,,England,PSD Promotions ; Scholastic ; Top That,2010,,,,English
Volume,9781849560894,Thelma Levitt,Quentin Blake ; Thelma Levett ; Barry Green,Grobswitchy grubcakes,,England,PSD Promotions ; Scholastic ; Top That,2010,,,,English
Volume,9781849560900,Thelma Levitt,Quentin Blake ; Thelma Levett ; Barry Green,Fantabulous face painting,,England,PSD Promotions ; Scholastic ; Top That,2010,,,,English
Volume,9781407118956,Eileen Jones,,The magic finger,,England,Scholastic,2010,,Literacy--Study and teaching (Elementary)--Activity programs--Great Britain ; Roald Dahl,,English
Volume,9780141337326,Roald Dahl,Roald Dahl ; Quentin Blake,George's marvellous medicine,,England,Puffin,2011,,,Children's fiction ; Humour or satire,English
Volume,9781904357339,Roald Dahl,Quentin Blake ; Elin Meek ; Roald Dahl,Y twits,Twits. Welsh,England,Rily Publications,2010,,Revenge--Juvenile fiction ; Disorderly conduct--Juvenile fiction,Children's fiction ; Humour or satire,Welsh
Volume,9780241953303,Roald Dahl,Roald Dahl ; Quentin Blake,James and the giant peach,,England,Puffin,2011,,,Children's fiction,English
Volume,9780573150227,David Wood,Roald Dahl ; David Wood,George's marvellous medicine,,England ; Scotland,Samuel French,2010,,,,English
Volume,9780224071055,Ophelia Dahl,,"Memoir of Roald Dahl, A",,England,Booksite Afrika ; Jonathan Cape ; Random House ; TBS The Book Service ; Trafalgar Square,2010,,,,English
Volume,9781904357346,Roald Dahl,Quentin Blake ; Elin Meek ; Roald Dahl,"Jira?ff, a'r pelican a fi",Giraffe and the pelly and me. Welsh,Wales,Rily Publications,2011,,Pelicans--Juvenile fiction ; Candy--Juvenile fiction ; Giraffe--Juvenile fiction ; Monkeys--Juvenile fiction,Children's fiction,Welsh
Volume,9781904357582,Roald Dahl,Quentin Blake ; Elin Meek ; Roald Dahl,Charlie a'r ffatri siocled,Charlie and the chocolate factory. Welsh,Wales,Rily Publications,2002,,"Bucket, Charlie (Fictitious character)--Juvenile fiction ; Chocolate factories--Juvenile fiction ; Wonka, Willy (Fictitious character)--Juvenile fiction",Children's fiction,Welsh
Volume,9780241955314,Roald Dahl,,The collected short stories of Roald Dahl,,England,Michael Joseph,2011,,,,English
Volume,9780241955321,Roald Dahl,,Tales of the unexpected,,England,Michael Joseph,2011,,,,English
Volume,9780241955338,Roald Dahl,,Completely unexpected tales : tales of the unexpected and more tales of the unexpected,,England,Michael Joseph,2011,,,,English
Volume,9780241955345,Roald Dahl,,Kiss kiss,,England,Penguin,2011,,,,English
Volume,9780141341248,Roald Dahl,,Matilda,,England,Puffin,2011,,,Children's fiction ; Humour or satire,English
Volume,9780141335582,Roald Dahl,Roald Dahl ; Quentin Blake,George's marvellous medicine,,England,Puffin,2011,Colour edition,,Children's fiction ; Humour or satire,English
Volume,9780241955307,Roald Dahl,Roald Dahl,Boy : tales of childhood,,England,Penguin,2011,,"Roald Dahl--Childhood and youth ; Novelists, English--20th century--Biography",Biography,English
Volume,9780007254774,Donald Sturrock,,Storyteller : the life of Roald Dahl,,England,Harper,2011,,"Novelists, English--20th century--Biography ; Roald Dahl",Biography,English
Volume,9780141340555,Roald Dahl,,Roald Dahl's marvellous joke book,,England,Puffin,2012,,"Wit and humor, Juvenile ; English wit and humor",,English
Volume,9780143106333,Roald Dahl,Joseph Schindelman ; Roald Dahl,Charlie and the chocolate factory,,England ; United States of America,Penguin,2011,"Deluxe edition, Roald Dahl, illustrated by Joseph Schindelman, introduction by Lev Grossman","Bucket, Charlie (Fictitious character)--Juvenile fiction",Adventure ; Children's fiction,English
Volume,9780143106340,Roald Dahl,Nancy Ekholm Burkert ; Roald Dahl,James and the giant peach,,England,Penguin,2011,,,Children's fiction,English
Volume,9781904357872,Roald Dahl,Quentin Blake ; Elin Meek ; Roald Dahl,James a'r eirinen wlanog enfawr,James and the giant peach. Welsh,Wales,Rily,2011,,,Children's fiction,Welsh
Volume,9780241955703,Roald Dahl,,Someone like you,,England,Penguin,2011,,Surprise--Fiction ; Black humor (Literature) ; Deception--Fiction,Fiction,English
Volume,9780141945255 ; 9780241955727,Roald Dahl,,Switch bitch,Bitch ; Great switcheroo ; Last act ; Visitor,England,Michael Joseph,2012,,Sex--Fiction,Fiction,English
Volume,9780241955734,Roald Dahl,,"Ah, sweet mystery of life : the country stories of Roald Dahl",,England,Michael Joseph,2011,,,,English
